Country,Location,CrossName,Genotype,Rep,YLD,TGW,Heading,Height
BANGLADESH,Wheat Testing Station,PANDORA//WBLL1*2/BRAMBLING,35,1,3.7625,33.75,69,91
BANGLADESH,Wheat Testing Station,PANDORA//WBLL1*2/BRAMBLING,35,2,3.94688,33.9,70,90
BANGLADESH,Wheat Testing Station,PASTOR/3/URES/JUN//KAUZ/4/WBLL1,36,1,4.1375,35.55,67,89
BANGLADESH,Wheat Testing Station,PASTOR/3/URES/JUN//KAUZ/4/WBLL1,36,2,4.1,38.35,67,89
BANGLADESH,Wheat Testing Station,PAVON F 76,37,1,3.52187,29.25,67,87
BANGLADESH,Wheat Testing Station,PAVON F 76,37,2,3.53125,28.4,67,92
BANGLADESH,Wheat Testing Station,PBW343*2/KUKUNA*2//FRTL/PIFED,38,1,3.8625,34.4,70,89
BANGLADESH,Wheat Testing Station,PBW343*2/KUKUNA*2//FRTL/PIFED,38,2,3.25938,34.65,70,87
BANGLADESH,Wheat Testing Station,PFAU/SERI.1B//AMAD/3/WAXWING,39,1,3.74688,37.2,63,86
BANGLADESH,Wheat Testing Station,PFAU/SERI.1B//AMAD/3/WAXWING,39,2,3.80938,33.85,62,84
BANGLADESH,Wheat Testing Station,QUAIU #3//MILAN/AMSEL,40,1,3.97813,32.3,69,85
BANGLADESH,Wheat Testing Station,QUAIU #3//MILAN/AMSEL,40,2,4.1875,32.1,69,88
BANGLADESH,Wheat Testing Station,RL6043/4*NAC//2*PASTOR,41,1,4.35,34.05,66,93
BANGLADESH,Wheat Testing Station,RL6043/4*NAC//2*PASTOR,41,2,3.75,38.85,65,98
BANGLADESH,Wheat Testing Station,ROLF07*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,42,1,3.375,33.5,68,87
BANGLADESH,Wheat Testing Station,ROLF07*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,42,2,4.18125,32.9,69,91
BANGLADESH,Wheat Testing Station,SAUAL/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/ATTILA/5/SAUAL,43,1,3.47813,35.35,74,88
BANGLADESH,Wheat Testing Station,SAUAL/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/ATTILA/5/SAUAL,43,2,3.21875,35.4,73,86
BANGLADESH,Wheat Testing Station,SAUAL/WHEAR//SAUAL,44,1,3.475,37.55,68,88
BANGLADESH,Wheat Testing Station,SAUAL/WHEAR//SAUAL,44,2,3.40625,39.9,69,81
BANGLADESH,Wheat Testing Station,SERI M 82,45,1,3.29375,30.35,69,78
BANGLADESH,Wheat Testing Station,SERI M 82,45,2,3.39375,30.95,69,88
BANGLADESH,Wheat Testing Station,SIETE CERROS T66,46,1,2.82188,29.5,63,88
BANGLADESH,Wheat Testing Station,SIETE CERROS T66,46,2,3.35313,29.1,63,92
BANGLADESH,Wheat Testing Station,SOKOLL*2/3/BABAX/LR42//BABAX,47,1,3.5875,32,70,90
BANGLADESH,Wheat Testing Station,SOKOLL*2/3/BABAX/LR42//BABAX,47,2,3.79688,30.9,69,94
BANGLADESH,Wheat Testing Station,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,1,4.375,35.55,68,90
BANGLADESH,Wheat Testing Station,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,2,4.19375,36.3,69,87
BANGLADESH,Wheat Testing Station,TACUPETO F2001/BRAMBLING*2//KACHU,49,1,3.175,33.4,77,87
BANGLADESH,Wheat Testing Station,TACUPETO F2001/BRAMBLING*2//KACHU,49,2,2.3,35.3,73,82
BANGLADESH,Wheat Testing Station,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,1,3.46563,42.2,69,93
BANGLADESH,Wheat Testing Station,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,2,4.225,36.7,70,72
BANGLADESH,Wheat Testing Station,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,1,3.75,40.55,66,93
BANGLADESH,Wheat Testing Station,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,2,3.625,40.1,67,97
BANGLADESH,Wheat Testing Station,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,1,3.13438,34.9,70,88
BANGLADESH,Wheat Testing Station,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,2,4.50625,31.25,69,94
BANGLADESH,Wheat Testing Station,TRCH/SRTU//KACHU,53,1,3.75,34.95,68,91
BANGLADESH,Wheat Testing Station,TRCH/SRTU//KACHU,53,2,4.22813,34.4,69,92
BANGLADESH,Wheat Testing Station,UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP/4/MILAN/KAUZ//CHIL/CHUM18/5/UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP,54,1,4.07188,31.8,71,87
BANGLADESH,Wheat Testing Station,UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP/4/MILAN/KAUZ//CHIL/CHUM18/5/UP2338*2/3/SNI/TRAP#1//KAUZ*3/TRAP,54,2,4.23438,30.7,71,83
BANGLADESH,Wheat Testing Station,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,1,4.48438,37.95,66,90
BANGLADESH,Wheat Testing Station,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,2,3.86562,39.7,70,89
BANGLADESH,Wheat Testing Station,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,1,2.6875,37.15,72,80
BANGLADESH,Wheat Testing Station,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,2,2.71563,32.4,71,77
BANGLADESH,Wheat Testing Station,WBLL1*2/KURUKU*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,57,1,4.0625,40.6,73,92
BANGLADESH,Wheat Testing Station,WBLL1*2/KURUKU*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,57,2,3.80938,42.25,72,94
BANGLADESH,Wheat Testing Station,WBLL1*2/TUKURU*2/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN,58,1,4.00313,38.65,67,91
BANGLADESH,Wheat Testing Station,WBLL1*2/TUKURU*2/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN,58,2,3.70625,42.75,67,83
BANGLADESH,Wheat Testing Station,WHEAR/SOKOLL,59,1,3.25938,35.35,65,90
BANGLADESH,Wheat Testing Station,WHEAR/SOKOLL,59,2,3.36562,31.1,65,93
BANGLADESH,Wheat Testing Station,YAV_3/SCO//JO69/CRA/3/YAV79/4/AE.SQUARROSA (498)/5/LINE 1073/6/KAUZ*3/4/CAR//KAL/BB/3/NAC/7/KRONSTAD,60,1,3.71875,30.25,71,88
BANGLADESH,Wheat Testing Station,YAV_3/SCO//JO69/CRA/3/YAV79/4/AE.SQUARROSA (498)/5/LINE 1073/6/KAUZ*3/4/CAR//KAL/BB/3/NAC/7/KRONSTAD,60,2,3.61875,33.6,72,93
EGYPT,Giza,ARMENT//2*SOOTY_9/RASCON_37/4/CNDO/PRIMADUR//HAI-OU_17/3/SNITAN,1,1,5.89,44.85,87,97
EGYPT,Giza,ARMENT//2*SOOTY_9/RASCON_37/4/CNDO/PRIMADUR//HAI-OU_17/3/SNITAN,1,2,5.71,45.85,88,97
EGYPT,Giza,ATTILA,2,1,5.71,41.1,85,91
EGYPT,Giza,ATTILA,2,2,3.93,42.5,87,100
EGYPT,Giza,ATTILA*2/PBW65,3,1,4.46,37.7,91,95
EGYPT,Giza,ATTILA*2/PBW65,3,2,7.14,36.7,92,102
EGYPT,Giza,ATTILA*2/PBW65*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,4,1,6.43,47.15,88,103
EGYPT,Giza,ATTILA*2/PBW65*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,4,2,7.14,45.95,85,105
EGYPT,Giza,ATTILA//PGO/SERI/3/PASTOR,5,1,5.54,42.4,89,97
EGYPT,Giza,ATTILA//PGO/SERI/3/PASTOR,5,2,5.71,44.3,88,102
EGYPT,Giza,ATTILA/PASTOR,6,1,5.89,41.9,88,100
EGYPT,Giza,ATTILA/PASTOR,6,2,7.86,42.95,89,100
EGYPT,Giza,BABAX/LR42//BABAX/3/ER2000,7,1,6.43,43.5,87,101
EGYPT,Giza,BABAX/LR42//BABAX/3/ER2000,7,2,4.29,43.15,88,103
EGYPT,Giza,BABAX/LR42//BABAX/3/VORB,8,1,6.07,51,90,96
EGYPT,Giza,BABAX/LR42//BABAX/3/VORB,8,2,5.89,53.65,89,106
EGYPT,Giza,BACANORA T 88,9,1,5.89,40.2,86,86
EGYPT,Giza,BACANORA T 88,9,2,5.89,40.25,87,80
EGYPT,Giza,BAVIACORA M 92,10,1,5.18,48.1,91,98
EGYPT,Giza,BAVIACORA M 92,10,2,5.36,45.7,90,104
EGYPT,Giza,BCN/RIALTO,11,1,6.07,32.3,94,80
EGYPT,Giza,BCN/RIALTO,11,2,6.43,33.38,94,81
EGYPT,Giza,BCN/WBLL1,12,1,5,40.78,82,100
EGYPT,Giza,BCN/WBLL1,12,2,5.71,43.5,83,98
EGYPT,Giza,BECARD,13,1,4.64,44.6,84,102
EGYPT,Giza,BECARD,13,2,4.64,45.25,82,94
EGYPT,Giza,BECARD,14,1,7.68,43.15,85,96
EGYPT,Giza,BECARD,14,2,3.93,45.35,86,97
EGYPT,Giza,BECARD/KACHU,15,1,8.39,45.05,87,94
EGYPT,Giza,BECARD/KACHU,15,2,5.18,48.8,87,97
EGYPT,Giza,BRBT1*2/KIRITATI,16,1,7.14,49.45,86,98
EGYPT,Giza,BRBT1*2/KIRITATI,16,2,7.5,49.4,84,110
EGYPT,Giza,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,1,6.43,45.6,88,112
EGYPT,Giza,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,2,6.25,45.2,86,106
EGYPT,Giza,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,1,6.25,43.85,87,97
EGYPT,Giza,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,2,6.79,45.75,87,96
EGYPT,Giza,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,1,5.36,47.05,92,104
EGYPT,Giza,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,2,4.11,47.35,93,102
EGYPT,Giza,CIRNO  C 2008,20,1,5.18,48.15,86,80
EGYPT,Giza,CIRNO  C 2008,20,2,5.71,50.3,90,83
EGYPT,Giza,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,1,4.29,40.25,94,94
EGYPT,Giza,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,2,5.71,37.4,94,98
EGYPT,Giza,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,1,5.54,40.95,82,100
EGYPT,Giza,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,2,4.64,42.95,81,103
EGYPT,Giza,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,1,2.29,40.3,89,90
EGYPT,Giza,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,2,2.86,39.15,89,100
EGYPT,Giza,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,1,7.86,43.5,90,99
EGYPT,Giza,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,2,6.43,43.8,88,100
EGYPT,Giza,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,1,7.5,38.25,90,96
EGYPT,Giza,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,2,6.43,41.6,90,104
EGYPT,Giza,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,1,5.54,43.65,87,107
EGYPT,Giza,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,2,5,46.25,86,106
EGYPT,Giza,KFA/3/PFAU/WEAVER//BRAMBLING/4/PFAU/WEAVER*2//BRAMBLING,27,1,5.89,44.25,89,106
EGYPT,Giza,KFA/3/PFAU/WEAVER//BRAMBLING/4/PFAU/WEAVER*2//BRAMBLING,27,2,6.79,44.45,86,99
EGYPT,Giza,KINGBIRD #1//INQALAB 91*2/TUKURU,28,1,4.46,36.55,93,95
EGYPT,Giza,KINGBIRD #1//INQALAB 91*2/TUKURU,28,2,3.93,34.1,91,94
EGYPT,Giza,MEX94.27.1.20/3/SOKOLL//ATTILA/3*BCN,29,1,4.11,46,90,108
EGYPT,Giza,MEX94.27.1.20/3/SOKOLL//ATTILA/3*BCN,29,2,5,44.2,90,110
EGYPT,Giza,MILAN/KAUZ//PRINIA/3/BAV92,30,1,7.14,47.6,89,107
EGYPT,Giza,MILAN/KAUZ//PRINIA/3/BAV92,30,2,6.07,44.15,89,103
EGYPT,Giza,MISR 1,31,1,5.36,43.65,87,93
EGYPT,Giza,MISR 1,31,2,4.11,45.55,86,97
EGYPT,Giza,MUNAL #1,32,1,4.29,47.85,90,104
EGYPT,Giza,MUNAL #1,32,2,5.18,49.45,91,100
EGYPT,Giza,OASIS/5*BORL95/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI,33,1,5,49.05,86,94
EGYPT,Giza,OASIS/5*BORL95/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI,33,2,6.07,49.55,87,100
EGYPT,Giza,OASIS/SKAUZ//4*BCN/3/2*PASTOR/5/FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/6/SAUAL #1,34,1,3.21,43,88,92
EGYPT,Giza,OASIS/SKAUZ//4*BCN/3/2*PASTOR/5/FRET2*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/6/SAUAL #1,34,2,3.04,46.15,85,94
EGYPT,Giza,PANDORA//WBLL1*2/BRAMBLING,35,1,4.64,44.9,92,102
EGYPT,Giza,PANDORA//WBLL1*2/BRAMBLING,35,2,5.18,47.15,91,108
EGYPT,Giza,PASTOR/3/URES/JUN//KAUZ/4/WBLL1,36,1,6.79,48.05,90,105
EGYPT,Giza,PASTOR/3/URES/JUN//KAUZ/4/WBLL1,36,2,5.71,45.95,89,105
EGYPT,Giza,PAVON F 76,37,1,5,42.75,92,99
EGYPT,Giza,PAVON F 76,37,2,8.93,46.55,90,105
EGYPT,Giza,PBW343*2/KUKUNA*2//FRTL/PIFED,38,1,3.75,40.75,87,93
EGYPT,Giza,PBW343*2/KUKUNA*2//FRTL/PIFED,38,2,5,43.55,85,98
EGYPT,Giza,PFAU/SERI.1B//AMAD/3/WAXWING,39,1,5.36,42.75,83,98
EGYPT,Giza,PFAU/SERI.1B//AMAD/3/WAXWING,39,2,5.89,42.6,86,103
EGYPT,Giza,QUAIU #3//MILAN/AMSEL,40,1,4.82,37.1,90,102
EGYPT,Giza,QUAIU #3//MILAN/AMSEL,40,2,5.36,42.6,90,102
EGYPT,Giza,RL6043/4*NAC//2*PASTOR,41,1,6.43,42.5,87,112
EGYPT,Giza,RL6043/4*NAC//2*PASTOR,41,2,5.54,41.45,87,101
EGYPT,Giza,ROLF07*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,42,1,2.68,43.85,93,107
EGYPT,Giza,ROLF07*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,42,2,4.82,41.5,89,113
EGYPT,Giza,SAUAL/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/ATTILA/5/SAUAL,43,1,4.11,52.55,91,104
EGYPT,Giza,SAUAL/4/CROC_1/AE.SQUARROSA (205)//KAUZ/3/ATTILA/5/SAUAL,43,2,5.89,53.25,89,105
EGYPT,Giza,SAUAL/WHEAR//SAUAL,44,1,5.54,43.25,84,95
EGYPT,Giza,SAUAL/WHEAR//SAUAL,44,2,4.82,44.25,84,107
EGYPT,Giza,SERI M 82,45,1,5.18,38,91,91
EGYPT,Giza,SERI M 82,45,2,6.61,40.9,90,93
EGYPT,Giza,SIETE CERROS T66,46,1,5,36.4,89,93
EGYPT,Giza,SIETE CERROS T66,46,2,6.25,32.25,89,92
EGYPT,Giza,SOKOLL*2/3/BABAX/LR42//BABAX,47,1,4.29,46.85,90,106
EGYPT,Giza,SOKOLL*2/3/BABAX/LR42//BABAX,47,2,4.11,48.2,89,102
EGYPT,Giza,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,1,4.82,44.8,88,100
EGYPT,Giza,SOKOLL//PBW343*2/KUKUNA/3/ATTILA/PASTOR,48,2,7.14,45.45,87,98
EGYPT,Giza,TACUPETO F2001/BRAMBLING*2//KACHU,49,1,5.79,45.6,91,105
EGYPT,Giza,TACUPETO F2001/BRAMBLING*2//KACHU,49,2,5.54,47.45,91,103
EGYPT,Giza,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,1,4.64,47,87,102
EGYPT,Giza,TACUPETO F2001/SAUAL/4/BABAX/LR42//BABAX*2/3/KURUKU,50,2,5.36,47,85,100
EGYPT,Giza,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,1,4.46,51.9,87,106
EGYPT,Giza,TC870344/GUI//TEMPORALERA M 87/AGR/3/2*WBLL1,51,2,6.21,48.3,87,107
EGYPT,Giza,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,1,7.86,41.3,81,98
EGYPT,Giza,TRAP#1/BOW/3/VEE/PJN//2*TUI/4/BAV92/RAYON/5/KACHU #1,52,2,7.89,40.35,83,103
EGYPT,Giza,TRCH/SRTU//KACHU,53,1,8.29,49.1,86,96
EGYPT,Giza,TRCH/SRTU//KACHU,53,2,8.57,43,86,89
EGYPT,Giza,UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/MILAN/KAUZ//CHIL/CHUM18/6/UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ,54,1,8.04,43.7,88,91
EGYPT,Giza,UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ/5/MILAN/KAUZ//CHIL/CHUM18/6/UP2338*2/4/SNI/TRAP#1/3/KAUZ*2/TRAP//KAUZ,54,2,8.11,43.4,89,92
EGYPT,Giza,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,1,8.04,42.45,87,104
EGYPT,Giza,W15.92/4/PASTOR//HXL7573/2*BAU/3/WBLL1,55,2,7.86,44.8,87,102
EGYPT,Giza,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,1,5.5,44.95,93,95
EGYPT,Giza,WBLL1*2/4/BABAX/LR42//BABAX/3/BABAX/LR42//BABAX,56,2,6.68,48.4,92,98
EGYPT,Giza,WBLL1*2/KURUKU*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,57,1,5.54,47.2,90,97
EGYPT,Giza,WBLL1*2/KURUKU*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,57,2,6.07,50.65,89,99
EGYPT,Giza,WBLL1*2/TUKURU*2/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN,58,1,6.43,41.65,92,102
EGYPT,Giza,WBLL1*2/TUKURU*2/4/CROC_1/AE.SQUARROSA (205)//BORL95/3/2*MILAN,58,2,6.25,41.95,93,107
EGYPT,Giza,WHEAR/SOKOLL,59,1,5.18,40.4,86,105
EGYPT,Giza,WHEAR/SOKOLL,59,2,4.46,39.8,86,104
EGYPT,Giza,YAV_3/SCO//JO69/CRA/3/YAV79/4/AE.SQUARROSA (498)/5/LINE 1073/6/KAUZ*2/4/CAR//KAL/BB/3/NAC/5/KAUZ/7/KRONSTAD F2004/8/KAUZ/PASTOR//PBW343,60,1,5.36,45.9,87,94
EGYPT,Giza,YAV_3/SCO//JO69/CRA/3/YAV79/4/AE.SQUARROSA (498)/5/LINE 1073/6/KAUZ*2/4/CAR//KAL/BB/3/NAC/5/KAUZ/7/KRONSTAD F2004/8/KAUZ/PASTOR//PBW343,60,2,5.75,44.5,85,108
BANGLADESH,Jessore,ARMENT//2*SOOTY_9/RASCON_37/4/CNDO/PRIMADUR//HAI-OU_17/3/SNITAN,1,1,4.69688,41,74,94
BANGLADESH,Jessore,ARMENT//2*SOOTY_9/RASCON_37/4/CNDO/PRIMADUR//HAI-OU_17/3/SNITAN,1,2,2.60313,38,74,85
BANGLADESH,Jessore,ATTILA,2,1,3.6,39,73,94
BANGLADESH,Jessore,ATTILA,2,2,3.54063,36,75,98
BANGLADESH,Jessore,ATTILA*2/PBW65,3,1,2.83125,33,73,90
BANGLADESH,Jessore,ATTILA*2/PBW65,3,2,14.8062,32,74,97
BANGLADESH,Jessore,ATTILA*2/PBW65*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,4,1,3.4,35,74,97
BANGLADESH,Jessore,ATTILA*2/PBW65*2/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,4,2,3.7375,35,74,98
BANGLADESH,Jessore,ATTILA//PGO/SERI/3/PASTOR,5,1,3.18125,37,67,93
BANGLADESH,Jessore,ATTILA//PGO/SERI/3/PASTOR,5,2,2.4875,38,67,96
BANGLADESH,Jessore,ATTILA/PASTOR,6,1,2.9125,38,73,91
BANGLADESH,Jessore,ATTILA/PASTOR,6,2,2.4875,40,72,101
BANGLADESH,Jessore,BABAX/LR42//BABAX/3/ER2000,7,1,3.26563,41,66,91
BANGLADESH,Jessore,BABAX/LR42//BABAX/3/ER2000,7,2,2.55938,42,65,99
BANGLADESH,Jessore,BABAX/LR42//BABAX/3/VORB,8,1,3.16563,48,73,96
BANGLADESH,Jessore,BABAX/LR42//BABAX/3/VORB,8,2,4.3625,44,73,99
BANGLADESH,Jessore,BACANORA T 88,9,1,3.4625,30,71,81
BANGLADESH,Jessore,BACANORA T 88,9,2,3.73438,33,73,82
BANGLADESH,Jessore,BAVIACORA M 92,10,1,1.625,35,72,88
BANGLADESH,Jessore,BAVIACORA M 92,10,2,3.70937,29,74,96
BANGLADESH,Jessore,BCN/RIALTO,11,1,1.475,24,76,70
BANGLADESH,Jessore,BCN/RIALTO,11,2,1.76875,25,70,78
BANGLADESH,Jessore,BCN/WBLL1,12,1,2.0625,37,74,97
BANGLADESH,Jessore,BCN/WBLL1,12,2,2.54375,39,73,92
BANGLADESH,Jessore,BECARD,13,1,2.59687,40,73,88
BANGLADESH,Jessore,BECARD,13,2,4.1,33,75,96
BANGLADESH,Jessore,BECARD,14,1,3.1875,40,74,97
BANGLADESH,Jessore,BECARD,14,2,3.13125,39,73,91
BANGLADESH,Jessore,BECARD/KACHU,15,1,1.54375,42,74,85
BANGLADESH,Jessore,BECARD/KACHU,15,2,2.75625,38,76,96
BANGLADESH,Jessore,BRBT1*2/KIRITATI,16,1,2.34063,41,68,93
BANGLADESH,Jessore,BRBT1*2/KIRITATI,16,2,2.47187,33,71,94
BANGLADESH,Jessore,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,1,3.25625,37,75,111
BANGLADESH,Jessore,C80.1/3*BATAVIA//2*WBLL1/5/REH/HARE//2*BCN/3/CROC_1/AE.SQUARROSA (213)//PGO/4/HUITES,17,2,2.6875,37,72,112
BANGLADESH,Jessore,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,1,2.35625,40,70,89
BANGLADESH,Jessore,CHIR3/4/SIREN//ALTAR 84/AE.SQUARROSA (205)/3/3*BUC/5/PFAU/WEAVER,18,2,2.62812,40,74,90
BANGLADESH,Jessore,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,1,3.49688,35,73,97
BANGLADESH,Jessore,CHWL86/6/FILIN/IRENA/5/CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER,19,2,3.47813,35,73,99
BANGLADESH,Jessore,CIRNO  C 2008,20,1,3.3125,42,76,80
BANGLADESH,Jessore,CIRNO  C 2008,20,2,2.65313,40,77,74
BANGLADESH,Jessore,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,1,2.675,35,78,85
BANGLADESH,Jessore,CMH79A.955/4/AGA/3/4*SN64/CNO67//INIA66/5/NAC/6/RIALTO,21,2,2.46875,35,81,96
BANGLADESH,Jessore,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,1,3.23438,35,65,105
BANGLADESH,Jessore,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/OCI/5/PASTOR/6/TEMPORALERA M 87/ROMO96,22,2,3.67188,75,65,97
BANGLADESH,Jessore,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,1,3.46563,36,75,90
BANGLADESH,Jessore,CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ,23,2,3.81562,32,76,96
BANGLADESH,Jessore,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,1,3.07188,34,70,104
BANGLADESH,Jessore,CNO79//PF70354/MUS/3/PASTOR/4/BAV92*2/5/FH6-1-7,24,2,1.59063,31,67,93
BANGLADESH,Jessore,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,1,3.24062,33,64,86
BANGLADESH,Jessore,CROC_1/AE.SQUARROSA (205)//BORL95/3/PRL/SARA//TSI/VEE#5/4/FRET2,25,2,3.50938,35,65,87
BANGLADESH,Jessore,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,1,2.375,40,67,88
BANGLADESH,Jessore,GK ARON/AG SECO 7846//2180/4/2*MILAN/KAUZ//PRINIA/3/BAV92,26,2,3.275,40,67,92
BANGLADESH,Jessore,KFA/3/PFAU/WEAVER//BRAMBLING/4/PFAU/WEAVER*2//BRAMBLING,27,1,3.80938,37,74,98
